year,month,district,ndvi,lai,evi
2020,9,Kishanganj,0.615,4.44,0.569
2020,9,West Champaran,0.714,4.07,0.923
2020,9,East Champaran,0.865,5.66,0.982
2020,9,Sheohar,0.719,3.78,0.892
2020,9,Sitamarhi,0.699,3.83,0.771
2020,9,Madhubani,0.711,4.66,0.827
2020,9,Supaul,0.669,3.86,0.791
2020,9,Saharsa,0.815,5.16,0.989
2020,9,Madhepura,0.888,4.89,1.012
2020,9,Khagaria,0.888,4.14,1.03
2020,9,Begusarai,0.877,4.14,0.737
2020,9,Samastipur,0.895,4.63,1.047
2020,9,Vaishali,0.652,3.12,0.763
2020,9,Saran,0.808,4.55,1.053
2020,9,Siwan,0.879,3.35,1.126
2020,9,Gopalganj,0.656,4.64,0.91
2020,9,Rohtas,0.853,5.75,1.114
2020,9,Buxar,0.733,5.94,0.934
2020,9,Kaimur,0.667,5.22,0.777
2020,9,Bhojpur,0.728,4.14,0.887
2020,9,Arwal,0.653,4.39,0.753
2020,9,Jehanabad,0.642,4.81,0.821
2020,9,Aurangabad,0.884,5.76,0.919
2020,9,Nalanda,0.66,3.3,0.708
2020,9,Sheikhpura,0.668,5.52,0.704
2020,9,Lakhisarai,0.894,5.27,1.115
2020,9,Jamui,0.759,5.16,1.024
2020,9,Munger,0.611,3.18,0.623
2020,9,Banka,0.747,5.35,1.021
2020,9,Nawada,0.773,5.42,0.762
2020,9,Katihar,0.67,3.4,0.741
2020,10,Patna,0.611,3.16,0.64
2020,10,Gaya,0.715,4.77,0.761
2020,10,Bhagalpur,0.828,3.59,0.938
2020,10,Muzaffarpur,0.897,3.86,1.116
2020,10,Darbhanga,0.851,3.57,0.918
2020,10,Purnia,0.601,3.75,0.536
2020,10,Araria,0.687,4.36,0.817
2020,10,Kishanganj,0.801,4.11,0.847
2020,10,West Champaran,0.67,4.64,0.799
2020,10,East Champaran,0.758,4.01,0.896
2020,10,Sheohar,0.704,5.54,0.815
2020,10,Sitamarhi,0.813,5.92,0.92
2020,10,Madhubani,0.673,5.69,0.786
2020,10,Supaul,0.743,5.02,0.811
2020,10,Saharsa,0.796,5.72,0.699
2020,10,Madhepura,0.899,4.28,1.042
2020,10,Khagaria,0.805,3.85,0.839
2020,10,Begusarai,0.781,5.6,0.987
2020,10,Samastipur,0.606,4.51,0.715
2020,10,Vaishali,0.861,4.69,0.9
2020,10,Saran,0.753,3.26,0.893
2020,10,Siwan,0.676,4.24,0.842
2020,10,Gopalganj,0.724,4.38,0.947
2020,10,Rohtas,0.617,4.47,0.78
2020,10,Buxar,0.724,3.03,0.817
2020,10,Kaimur,0.704,4.98,0.797
2020,10,Bhojpur,0.616,5.58,0.839
2020,10,Arwal,0.604,4.1,0.563
2020,10,Jehanabad,0.601,3.5,0.882
2020,10,Aurangabad,0.646,5.24,0.536
2020,10,Nalanda,0.657,3.35,0.849
2020,10,Sheikhpura,0.897,4.26,0.88
2020,10,Lakhisarai,0.728,3.18,0.807
2020,10,Jamui,0.823,5.73,1.044
2020,10,Munger,0.83,4.93,0.897
2020,10,Banka,0.643,5.34,0.994
2020,10,Nawada,0.743,4.88,0.771
2020,10,Katihar,0.842,4.03,0.959
2020,11,Patna,0.56,2.93,0.661
2020,11,Gaya,0.557,2.04,0.678
2020,11,Bhagalpur,0.372,1.19,0.378
2020,11,Muzaffarpur,0.308,2.98,0.327
2020,11,Darbhanga,0.549,2.48,0.829
2020,11,Purnia,0.589,2.69,0.696
2020,11,Araria,0.568,1.48,0.635
2020,11,Kishanganj,0.342,2.6,0.346
2020,11,West Champaran,0.571,1.61,0.716
2020,11,East Champaran,0.383,2.54,0.66
2020,11,Sheohar,0.364,1.83,0.339
2020,11,Sitamarhi,0.557,2.73,0.794
2020,11,Madhubani,0.361,1.88,0.238
2020,11,Supaul,0.451,1.15,0.394
2020,11,Saharsa,0.561,1.58,0.58
2020,11,Madhepura,0.586,1.73,0.826
2020,11,Khagaria,0.546,1.67,0.523
2020,11,Begusarai,0.515,1.64,0.494
2020,11,Samastipur,0.335,1.81,0.383
2020,11,Vaishali,0.466,1.26,0.577
2020,11,Saran,0.315,1.76,0.251
2020,11,Siwan,0.434,1.98,0.609
2020,11,Gopalganj,0.552,2.64,0.756
2020,11,Rohtas,0.315,2.26,0.419
2020,11,Buxar,0.553,1.51,0.647
2020,11,Kaimur,0.589,2.39,0.563
2020,11,Bhojpur,0.427,1.04,0.314
2020,11,Arwal,0.356,2.0,0.502
2020,11,Jehanabad,0.402,1.08,0.577
2020,11,Aurangabad,0.486,2.68,0.674
2020,11,Nalanda,0.361,1.57,0.363
2020,11,Sheikhpura,0.565,1.98,0.671
2020,11,Lakhisarai,0.397,1.96,0.358
2020,11,Jamui,0.434,1.96,0.424
2020,11,Munger,0.43,2.1,0.459
2020,11,Banka,0.376,2.2,0.517
2020,11,Nawada,0.593,1.03,0.832
2020,11,Katihar,0.472,1.02,0.673
2020,12,Patna,0.482,1.23,0.601
2020,12,Gaya,0.51,2.78,0.563
2020,12,Bhagalpur,0.301,1.76,0.683
2020,12,Muzaffarpur,0.407,2.45,0.398
2020,12,Darbhanga,0.425,2.03,0.458
2020,12,Purnia,0.396,2.04,0.523
2020,12,Araria,0.53,1.85,0.739
2020,12,Kishanganj,0.44,2.09,0.623
2020,12,West Champaran,0.598,2.19,0.678
2020,12,East Champaran,0.472,1.14,0.57
2020,12,Sheohar,0.458,2.65,0.33
2020,12,Sitamarhi,0.565,2.86,0.745
2020,12,Madhubani,0.404,2.0,0.424
2020,12,Supaul,0.33,1.54,0.223
2020,12,Saharsa,0.463,1.46,0.448
2020,12,Madhepura,0.327,2.53,0.525
2020,12,Khagaria,0.47,2.65,0.599
2020,12,Begusarai,0.549,1.03,0.652
2020,12,Samastipur,0.561,1.43,0.826
2020,12,Vaishali,0.318,1.25,0.04
2020,12,Saran,0.427,2.29,0.532
2020,12,Siwan,0.414,2.26,0.325
2020,12,Gopalganj,0.427,2.7,0.497
2020,12,Rohtas,0.438,2.68,0.399
2020,12,Buxar,0.407,2.1,0.399
2020,12,Kaimur,0.467,1.49,0.586
2020,12,Bhojpur,0.362,1.5,0.486
2020,12,Arwal,0.506,1.62,0.625
2020,12,Jehanabad,0.401,2.08,0.45
2020,12,Aurangabad,0.441,2.0,0.566
2020,12,Nalanda,0.579,2.07,0.687
2020,12,Sheikhpura,0.398,2.22,0.483
2020,12,Lakhisarai,0.503,2.77,0.442
2020,12,Jamui,0.462,2.42,0.624
2020,12,Munger,0.535,2.89,0.698
2020,12,Banka,0.36,1.64,0.326
2020,12,Nawada,0.343,2.55,0.353
2020,12,Katihar,0.446,2.5,0.606
2021,1,Patna,0.452,1.46,0.562
2021,1,Gaya,0.579,2.69,0.778
2021,1,Bhagalpur,0.563,1.72,0.748
2021,1,Muzaffarpur,0.527,2.45,0.602
2021,1,Darbhanga,0.302,1.05,0.253
2021,1,Purnia,0.318,1.57,0.477
2021,1,Araria,0.551,1.94,0.785
2021,1,Kishanganj,0.397,1.02,0.524
2021,1,West Champaran,0.397,2.91,0.746
2021,1,East Champaran,0.528,1.23,0.565
2021,1,Sheohar,0.52,1.6,0.477
2021,1,Sitamarhi,0.346,1.72,0.344
2021,1,Madhubani,0.328,2.69,0.498
2021,1,Supaul,0.389,1.42,0.335
2021,1,Saharsa,0.514,2.25,0.669
2021,1,Madhepura,0.302,1.35,0.23
2021,1,Khagaria,0.518,1.82,0.625
2021,1,Begusarai,0.44,2.27,0.383
2021,1,Samastipur,0.322,2.64,0.379
2021,1,Vaishali,0.513,1.69,0.547
2021,1,Saran,0.573,2.51,0.56
2021,1,Siwan,0.313,2.6,0.346
2021,1,Gopalganj,0.358,1.54,0.477
2021,1,Rohtas,0.534,2.54,0.607
2021,1,Buxar,0.548,1.37,0.612
2021,1,Kaimur,0.459,1.25,0.472
2021,1,Bhojpur,0.522,1.74,0.789
2021,1,Arwal,0.571,2.64,0.732
2021,1,Jehanabad,0.461,2.98,0.791
2021,1,Aurangabad,0.348,1.3,0.613
2021,1,Nalanda,0.351,2.18,0.241
2021,1,Sheikhpura,0.338,1.76,0.272
2021,1,Lakhisarai,0.413,2.24,0.363
2021,1,Jamui,0.382,1.26,0.275
2021,1,Munger,0.39,1.09,0.406
2021,1,Banka,0.344,2.33,0.307
2021,1,Nawada,0.384,2.23,0.386
2021,1,Katihar,0.435,2.16,0.726
2021,2,Patna,0.379,1.04,0.575
2021,2,Gaya,0.443,2.75,0.693
2021,2,Bhagalpur,0.453,1.61,0.584
2021,2,Muzaffarpur,0.334,1.24,0.424
2021,2,Darbhanga,0.346,2.41,0.367
2021,2,Purnia,0.379,2.47,0.215
2021,2,Araria,0.554,1.32,0.608
2021,2,Kishanganj,0.384,2.06,0.354
2021,2,West Champaran,0.526,2.59,0.576
2021,2,East Champaran,0.409,1.3,0.442
2021,2,Sheohar,0.328,1.49,0.538
2021,2,Sitamarhi,0.517,1.45,0.445
2021,2,Madhubani,0.546,1.07,0.86
2021,2,Supaul,0.387,2.37,0.378
2021,2,Saharsa,0.56,1.18,0.633
2021,2,Madhepura,0.384,1.27,0.462
2021,2,Khagaria,0.487,1.5,0.495
2021,2,Begusarai,0.373,1.45,0.381
2021,2,Samastipur,0.509,2.91,0.863
2021,2,Vaishali,0.545,1.95,0.63
2021,2,Saran,0.391,2.9,0.455
2021,2,Siwan,0.511,2.29,0.633
2021,2,Gopalganj,0.495,2.66,0.615
2021,2,Rohtas,0.554,1.53,0.868
2021,2,Buxar,0.504,2.4,0.528
2021,2,Kaimur,0.48,2.32,0.858
2021,2,Bhojpur,0.514,1.56,0.386
2021,2,Arwal,0.312,2.22,0.351
2021,2,Jehanabad,0.562,2.84,0.833
2021,2,Aurangabad,0.514,1.46,0.627
2021,2,Nalanda,0.319,2.5,0.422
2021,2,Sheikhpura,0.457,2.64,0.373
2021,2,Lakhisarai,0.493,2.69,0.558
2021,2,Jamui,0.588,1.68,0.749
2021,2,Munger,0.482,2.88,0.625
2021,2,Banka,0.586,2.71,0.666
2021,2,Nawada,0.546,1.53,0.8
2021,2,Katihar,0.335,2.78,0.351
2021,3,Patna,0.263,1.35,0.496
2021,3,Gaya,0.281,0.68,0.452
2021,3,Bhagalpur,0.365,1.76,0.501
2021,3,Muzaffarpur,0.316,1.91,0.28
2021,3,Darbhanga,0.225,0.56,0.3
2021,3,Purnia,0.477,1.73,0.532
2021,3,Araria,0.415,0.59,0.44
2021,3,Kishanganj,0.396,0.77,0.702
2021,3,West Champaran,0.468,1.48,0.311
2021,3,East Champaran,0.447,0.96,0.367
2021,3,Sheohar,0.241,0.78,0.291
2021,3,Sitamarhi,0.403,1.9,0.4
2021,3,Madhubani,0.425,1.37,0.487
2021,3,Supaul,0.288,1.0,0.356
2021,3,Saharsa,0.499,1.2,0.668
2021,3,Madhepura,0.396,0.53,0.533
2021,3,Khagaria,0.206,1.73,0.272
2021,3,Begusarai,0.275,0.63,0.498
2021,3,Samastipur,0.249,1.37,0.368
2021,3,Vaishali,0.487,1.36,0.592
2021,3,Saran,0.452,1.72,0.504
2021,3,Siwan,0.317,0.9,0.537
2021,3,Gopalganj,0.481,1.75,0.522
2021,3,Rohtas,0.374,1.12,0.377
2021,3,Buxar,0.264,1.69,0.387
2021,3,Kaimur,0.47,0.58,0.548
2021,3,Bhojpur,0.238,1.08,0.288
2021,3,Arwal,0.416,0.91,0.436
2021,3,Jehanabad,0.417,1.05,0.429
2021,3,Aurangabad,0.485,1.86,0.432
2021,3,Nalanda,0.474,1.88,0.622
2021,3,Sheikhpura,0.363,0.86,0.39
2021,3,Lakhisarai,0.32,1.15,0.451
2021,3,Jamui,0.445,1.1,0.683
2021,3,Munger,0.423,1.69,0.491
2021,3,Banka,0.466,1.56,0.499
2021,3,Nawada,0.326,0.77,0.372
2021,3,Katihar,0.273,1.06,0.3
2021,4,Patna,0.253,0.72,0.256
2021,4,Gaya,0.368,0.8,0.507
2021,4,Bhagalpur,0.348,0.92,0.191
2021,4,Muzaffarpur,0.26,1.24,0.223
2021,4,Darbhanga,0.391,0.96,0.309
2021,4,Purnia,0.358,1.68,0.418
2021,4,Araria,0.218,1.28,0.191
2021,4,Kishanganj,0.482,0.89,0.562
2021,4,West Champaran,0.369,1.06,0.464
2021,4,East Champaran,0.407,1.68,0.313
2021,4,Sheohar,0.39,1.29,0.478
2021,4,Sitamarhi,0.492,1.29,0.744
2021,4,Madhubani,0.295,1.17,0.172
2021,4,Supaul,0.248,1.15,0.289
2021,4,Saharsa,0.469,0.88,0.692
2021,4,Madhepura,0.225,1.74,0.2
2021,4,Khagaria,0.416,1.32,0.574
2021,4,Begusarai,0.48,1.61,0.499
2021,4,Samastipur,0.358,1.93,0.478
2021,4,Vaishali,0.211,0.93,0.356
2021,4,Saran,0.292,1.02,0.412
2021,4,Siwan,0.423,1.54,0.492
2021,4,Gopalganj,0.328,1.01,0.381
2021,4,Rohtas,0.262,1.09,0.212
2021,4,Buxar,0.247,1.02,0.331
2021,4,Kaimur,0.376,1.27,0.542
2021,4,Bhojpur,0.418,1.6,0.493
2021,4,Arwal,0.331,1.73,0.366
2021,4,Jehanabad,0.204,1.4,0.299
2021,4,Aurangabad,0.32,1.78,0.473
2021,4,Nalanda,0.477,1.6,0.719
2021,4,Sheikhpura,0.23,0.74,0.097
2021,4,Lakhisarai,0.435,0.54,0.523
2021,4,Jamui,0.251,0.94,0.237
2021,4,Munger,0.32,1.28,0.37
2021,4,Banka,0.311,0.62,0.191
2021,4,Nawada,0.46,0.92,0.677
2021,4,Katihar,0.26,0.54,0.508
2021,5,Patna,0.457,1.25,0.695
2021,5,Gaya,0.21,1.65,0.204
2021,5,Bhagalpur,0.323,1.33,0.417
2021,5,Muzaffarpur,0.219,1.59,0.423
2021,5,Darbhanga,0.436,1.19,0.364
2021,5,Purnia,0.393,1.82,0.433
2021,5,Araria,0.397,1.66,0.429
2021,5,Kishanganj,0.321,1.15,0.443
2021,5,West Champaran,0.368,0.57,0.36
2021,5,East Champaran,0.442,1.94,0.548
2021,5,Sheohar,0.287,1.26,0.29
2021,5,Sitamarhi,0.247,1.61,0.391
2021,5,Madhubani,0.41,1.35,0.449
2021,5,Supaul,0.268,1.75,0.395
2021,5,Saharsa,0.395,1.09,0.583
2021,5,Madhepura,0.249,1.92,0.271
2021,5,Khagaria,0.39,1.69,0.589
2021,5,Begusarai,0.425,1.15,0.331
2021,5,Samastipur,0.346,1.37,0.375
2021,5,Vaishali,0.464,1.62,0.625
2021,5,Saran,0.345,1.02,0.494
2021,5,Siwan,0.324,1.13,0.153
2021,5,Gopalganj,0.261,1.56,0.193
2021,5,Rohtas,0.383,0.79,0.465
2021,5,Buxar,0.345,1.42,0.22
2021,5,Kaimur,0.435,1.78,0.476
2021,5,Bhojpur,0.283,1.72,0.312
2021,5,Arwal,0.27,1.44,0.078
2021,5,Jehanabad,0.23,1.39,0.268
2021,5,Aurangabad,0.243,0.93,0.387
2021,5,Nalanda,0.215,1.25,0.163
2021,5,Sheikhpura,0.369,0.98,0.629
2021,5,Lakhisarai,0.226,1.15,0.306
2021,5,Jamui,0.304,1.52,0.368
2021,5,Munger,0.447,1.0,0.516
2021,5,Banka,0.491,0.5,0.644
2021,5,Nawada,0.39,1.68,0.407
2021,5,Katihar,0.207,0.61,0.214
2021,6,Patna,0.363,1.76,0.415
2021,6,Gaya,0.332,0.77,0.437
2021,6,Bhagalpur,0.235,0.77,0.242
2021,6,Muzaffarpur,0.437,1.22,0.494
2021,6,Darbhanga,0.362,1.06,0.426
2021,6,Purnia,0.223,0.78,0.261
2021,6,Araria,0.455,0.82,0.641
2021,6,Kishanganj,0.353,1.5,0.234
2021,6,West Champaran,0.258,1.29,0.253
2021,6,East Champaran,0.492,1.37,0.726
2021,6,Sheohar,0.402,1.19,0.468
2021,6,Sitamarhi,0.483,0.96,0.692
2021,6,Madhubani,0.46,1.46,0.626
2021,6,Supaul,0.296,1.57,0.307
2021,6,Saharsa,0.498,0.77,0.479
2021,6,Madhepura,0.246,1.45,0.266
2021,6,Khagaria,0.257,1.22,0.282
2021,6,Begusarai,0.279,1.0,0.432
2021,6,Samastipur,0.238,1.52,0.528
2021,6,Vaishali,0.291,1.48,0.368
2021,6,Saran,0.249,1.48,0.281
2021,6,Siwan,0.383,1.78,0.384
2021,6,Gopalganj,0.444,1.29,0.534
2021,6,Rohtas,0.355,1.58,0.529
2021,6,Buxar,0.463,1.4,0.7
2021,6,Kaimur,0.44,0.92,0.541
2021,6,Bhojpur,0.496,0.62,0.652
2021,6,Arwal,0.455,0.71,0.632
2021,6,Jehanabad,0.229,1.95,0.344
2021,6,Aurangabad,0.472,1.48,0.587
2021,6,Nalanda,0.389,1.04,0.511
2021,6,Sheikhpura,0.445,1.32,0.45
2021,6,Lakhisarai,0.215,0.72,0.287
2021,6,Jamui,0.369,1.2,0.37
2021,6,Munger,0.363,0.91,0.377
2021,6,Banka,0.393,1.09,0.576
2021,6,Nawada,0.222,0.89,0.235
2021,6,Katihar,0.463,0.96,0.497
2021,7,Patna,0.725,3.93,1.02
2021,7,Gaya,0.666,4.12,0.79
2021,7,Bhagalpur,0.804,3.86,0.882
2021,7,Muzaffarpur,0.735,3.33,0.963
2021,7,Darbhanga,0.621,4.38,0.752
2021,7,Purnia,0.89,4.22,0.856
2021,7,Araria,0.781,3.29,0.952
2021,7,Kishanganj,0.757,3.55,0.927
2021,7,West Champaran,0.728,3.89,0.873
2021,7,East Champaran,0.727,3.51,0.893
2021,7,Sheohar,0.672,5.13,0.591
2021,7,Sitamarhi,0.689,3.6,0.88
2021,7,Madhubani,0.61,5.93,0.745
2021,7,Supaul,0.724,5.61,0.876
2021,7,Saharsa,0.677,4.53,0.875
2021,7,Madhepura,0.749,4.61,0.83
2021,7,Khagaria,0.858,5.22,1.021
2021,7,Begusarai,0.738,4.85,0.93
2021,7,Samastipur,0.736,4.26,0.983
2021,7,Vaishali,0.76,4.82,0.864
2021,7,Saran,0.661,3.76,0.749
2021,7,Siwan,0.613,5.67,0.529
2021,7,Gopalganj,0.871,4.99,0.949
2021,7,Rohtas,0.82,3.86,0.829
2021,7,Buxar,0.783,5.72,1.103
2021,7,Kaimur,0.879,4.02,0.885
2021,7,Bhojpur,0.828,5.27,1.066
2021,7,Arwal,0.672,5.01,0.939
2021,7,Jehanabad,0.683,4.32,0.919
2021,7,Aurangabad,0.72,3.55,0.984
2021,7,Nalanda,0.745,3.81,0.812
2021,7,Sheikhpura,0.812,4.49,0.857
2021,7,Lakhisarai,0.712,5.7,0.849
2021,7,Jamui,0.726,5.46,1.059
2021,7,Munger,0.652,4.99,0.785
2021,7,Banka,0.695,5.38,0.91
2021,7,Nawada,0.895,3.1,1.175
2021,7,Katihar,0.808,4.41,0.985
2021,8,Patna,0.648,4.17,0.711
2021,8,Gaya,0.814,3.74,1.049
2021,8,Bhagalpur,0.739,3.26,1.108
2021,8,Muzaffarpur,0.769,4.22,0.835
2021,8,Darbhanga,0.711,3.83,0.926
2021,8,Purnia,0.745,4.15,0.963
2021,8,Araria,0.791,4.67,0.826
2021,8,Kishanganj,0.837,3.95,1.111
2021,8,West Champaran,0.726,3.4,0.909
2021,8,East Champaran,0.671,5.56,0.9
2021,8,Sheohar,0.811,4.33,1.001
2021,8,Sitamarhi,0.827,3.18,0.945
2021,8,Madhubani,0.846,5.33,0.88
2021,8,Supaul,0.72,3.8,0.912
2021,8,Saharsa,0.735,3.34,0.838
2021,8,Madhepura,0.748,3.89,0.877
2021,8,Khagaria,0.777,4.37,0.893
2021,8,Begusarai,0.826,4.9,0.965
2021,8,Samastipur,0.61,5.97,0.614
2021,8,Vaishali,0.852,5.65,1.08
2021,8,Saran,0.772,5.66,0.943
2021,8,Siwan,0.704,3.12,0.793
2021,8,Gopalganj,0.879,3.41,1.012
2021,8,Rohtas,0.822,3.76,1.076
2021,8,Buxar,0.775,5.4,0.751
2021,8,Kaimur,0.67,3.52,0.865
2021,8,Bhojpur,0.852,4.83,0.856
2021,8,Arwal,0.73,4.86,0.882
2021,8,Jehanabad,0.622,4.08,0.816
2021,8,Aurangabad,0.782,3.9,0.813
2021,8,Nalanda,0.612,3.55,0.759
2021,8,Sheikhpura,0.651,4.45,0.662
2021,8,Lakhisarai,0.784,5.64,0.87
2021,8,Jamui,0.652,4.08,0.724
2021,8,Munger,0.795,5.02,0.914
2021,8,Banka,0.735,3.42,0.85
2021,8,Nawada,0.844,3.25,1.062
2021,8,Katihar,0.697,4.22,0.954
2021,9,Patna,0.802,3.56,0.958
2021,9,Gaya,0.828,4.52,1.093
2021,9,Bhagalpur,0.736,4.41,1.018
2021,9,Muzaffarpur,0.854,5.56,0.945
2021,9,Darbhanga,0.636,5.28,0.668
2021,9,Purnia,0.843,5.23,0.908
2021,9,Araria,0.625,3.98,0.807
2021,9,Kishanganj,0.762,5.04,0.767
2021,9,West Champaran,0.873,4.26,1.111
2021,9,East Champaran,0.763,3.92,0.939
2021,9,Sheohar,0.721,5.26,0.961
2021,9,Sitamarhi,0.823,5.76,1.072
2021,9,Madhubani,0.829,5.57,1.184
2021,9,Supaul,0.89,5.61,1.165
2021,9,Saharsa,0.833,5.06,1.071
2021,9,Madhepura,0.617,4.25,0.532
2021,9,Khagaria,0.634,5.19,0.819
2021,9,Begusarai,0.776,4.76,0.889
2021,9,Samastipur,0.769,3.65,0.876
2021,9,Vaishali,0.667,4.88,0.825
2021,9,Saran,0.685,3.76,0.767
2021,9,Siwan,0.784,5.72,0.889
2021,9,Gopalganj,0.708,3.36,0.613
2021,9,Rohtas,0.867,4.52,1.243
2021,9,Buxar,0.744,5.78,0.655
2021,9,Kaimur,0.774,5.93,0.874
2021,9,Bhojpur,0.889,5.33,1.171
2021,9,Arwal,0.726,4.92,0.871
2021,9,Jehanabad,0.654,4.98,0.876
2021,9,Aurangabad,0.724,4.2,0.794
2021,9,Nalanda,0.824,4.28,1.063
2021,9,Sheikhpura,0.641,4.44,0.814
2021,9,Lakhisarai,0.883,5.44,0.967
2021,9,Jamui,0.663,3.65,0.741
2021,9,Munger,0.623,5.72,0.652
2021,9,Banka,0.829,3.98,0.995
2021,9,Nawada,0.621,3.57,0.858
2021,9,Katihar,0.676,4.73,0.871
2021,10,Patna,0.6,3.84,0.949
2021,10,Gaya,0.614,3.41,0.709
2021,10,Bhagalpur,0.88,3.67,1.135
2021,10,Muzaffarpur,0.696,3.61,0.919
2021,10,Darbhanga,0.673,4.7,0.799
2021,10,Purnia,0.843,4.51,0.773
2021,10,Araria,0.899,5.0,1.078
2021,10,Kishanganj,0.844,3.65,0.867
2021,10,West Champaran,0.819,3.1,0.999
2021,10,East Champaran,0.649,5.62,0.824
2021,10,Sheohar,0.625,4.22,0.762
2021,10,Sitamarhi,0.705,5.49,0.852
2021,10,Madhubani,0.659,3.11,0.796
2021,10,Supaul,0.646,3.15,0.761
2021,10,Saharsa,0.893,3.73,1.299
2021,10,Madhepura,0.643,4.07,0.697
2021,10,Khagaria,0.794,4.92,0.931
2021,10,Begusarai,0.867,5.05,1.159
2021,10,Samastipur,0.769,3.35,1.11
2021,10,Vaishali,0.828,5.16,1.141
2021,10,Saran,0.759,4.78,0.845
2021,10,Siwan,0.64,5.62,0.89
2021,10,Gopalganj,0.89,4.29,1.079
2021,10,Rohtas,0.86,4.85,0.962
2021,10,Buxar,0.603,3.04,0.797
2021,10,Kaimur,0.676,4.41,0.859
2021,10,Bhojpur,0.888,4.38,0.85
2021,10,Arwal,0.629,4.37,0.748
2021,10,Jehanabad,0.831,5.15,1.178
2021,10,Aurangabad,0.705,5.21,0.843
2021,10,Nalanda,0.626,3.6,0.714
2021,10,Sheikhpura,0.662,3.27,0.862
2021,10,Lakhisarai,0.718,3.2,0.945
2021,10,Jamui,0.836,3.12,1.003
2021,10,Munger,0.69,3.56,0.801
2021,10,Banka,0.718,4.46,0.92
2021,10,Nawada,0.823,5.4,0.882
2021,10,Katihar,0.734,5.42,0.767
2021,11,Patna,0.372,2.57,0.512
2021,11,Gaya,0.54,2.71,0.555
2021,11,Bhagalpur,0.453,1.66,0.472
2021,11,Muzaffarpur,0.344,2.67,0.523
2021,11,Darbhanga,0.423,2.14,0.701
2021,11,Purnia,0.559,1.68,0.858
2021,11,Araria,0.42,2.04,0.493
2021,11,Kishanganj,0.431,1.39,0.39
2021,11,West Champaran,0.55,1.86,0.585
2021,11,East Champaran,0.327,2.92,0.353
2021,11,Sheohar,0.599,2.8,0.855
2021,11,Sitamarhi,0.55,1.6,0.642
2021,11,Madhubani,0.476,2.91,0.663
2021,11,Supaul,0.499,1.91,0.474
2021,11,Saharsa,0.447,1.91,0.418
2021,11,Madhepura,0.538,2.32,0.653
2021,11,Khagaria,0.592,1.49,0.67
2021,11,Begusarai,0.453,1.41,0.451
2021,11,Samastipur,0.438,2.29,0.519
2021,11,Vaishali,0.533,1.84,0.653
2021,11,Saran,0.499,2.49,0.695
2021,11,Siwan,0.332,2.97,0.329
2021,11,Gopalganj,0.401,1.45,0.509
2021,11,Rohtas,0.476,2.9,0.538
2021,11,Buxar,0.494,1.68,0.542
2021,11,Kaimur,0.387,1.06,0.543
2021,11,Bhojpur,0.376,1.52,0.358
2021,11,Arwal,0.473,1.43,0.424
2021,11,Jehanabad,0.491,1.27,0.599
2021,11,Aurangabad,0.513,1.6,0.704
2021,11,Nalanda,0.352,2.89,0.332
2021,11,Sheikhpura,0.596,1.67,0.441
2021,11,Lakhisarai,0.33,2.17,0.546
2021,11,Jamui,0.587,1.62,0.734
2021,11,Munger,0.517,1.87,0.565
2021,11,Banka,0.45,1.15,0.587
2021,11,Nawada,0.468,1.34,0.569
2021,11,Katihar,0.459,2.94,0.605
2021,12,Patna,0.45,2.35,0.543
2021,12,Gaya,0.331,2.56,0.389
2021,12,Bhagalpur,0.563,1.63,0.671
2021,12,Muzaffarpur,0.471,1.82,0.671
2021,12,Darbhanga,0.443,2.82,0.524
2021,12,Purnia,0.454,1.23,0.609
2021,12,Araria,0.398,2.03,0.512
2021,12,Kishanganj,0.506,2.3,0.471
2021,12,West Champaran,0.433,2.54,0.486
2021,12,East Champaran,0.381,2.21,0.26
2021,12,Sheohar,0.432,1.43,0.408
2021,12,Sitamarhi,0.573,2.04,0.592
2021,12,Madhubani,0.496,2.87,0.71
2021,12,Supaul,0.35,1.55,0.433
2021,12,Saharsa,0.358,2.31,0.465
2021,12,Madhepura,0.375,1.51,0.407
2021,12,Khagaria,0.384,2.49,0.433
2021,12,Begusarai,0.502,2.24,0.555
2021,12,Samastipur,0.405,2.73,0.52
2021,12,Vaishali,0.382,2.05,0.367
2021,12,Saran,0.416,2.96,0.544
2021,12,Siwan,0.377,2.54,0.451
2021,12,Gopalganj,0.515,2.7,0.727
2021,12,Rohtas,0.498,2.97,0.714
2021,12,Buxar,0.368,1.06,0.347
2021,12,Kaimur,0.504,1.64,0.656
2021,12,Bhojpur,0.313,2.54,0.29
2021,12,Arwal,0.574,2.24,0.651
2021,12,Jehanabad,0.563,2.36,0.676
2021,12,Aurangabad,0.316,1.32,0.404
2021,12,Nalanda,0.477,1.7,0.543
2021,12,Sheikhpura,0.442,2.04,0.488
2021,12,Lakhisarai,0.58,1.18,0.706
2021,12,Jamui,0.334,2.38,0.177
2021,12,Munger,0.455,1.92,0.416
2021,12,Banka,0.402,1.33,0.577
2021,12,Nawada,0.457,1.74,0.491
2021,12,Katihar,0.307,1.39,0.332
2022,1,Patna,0.374,1.97,0.518
2022,1,Gaya,0.442,2.25,0.474
2022,1,Bhagalpur,0.362,1.83,0.273
2022,1,Muzaffarpur,0.401,2.61,0.569
2022,1,Darbhanga,0.551,2.07,0.69
2022,1,Purnia,0.317,2.12,0.428
2022,1,Araria,0.509,2.08,0.559
2022,1,Kishanganj,0.32,2.27,0.47
