year,district,crop,season,area_hectares,production_tonnes,yield_kg_per_hectare
2016,Banka,maize,kharif,5033.16,20260.82,4025.47
2016,Banka,sugarcane,rabi,4212.0,213727.97,50742.66
2016,Banka,jute,kharif,6531.79,14326.45,2193.34
2016,Nawada,rice,kharif,6076.76,13427.71,2209.68
2016,Nawada,wheat,rabi,9537.91,24381.74,2556.3
2016,Nawada,maize,kharif,3283.03,12427.73,3785.45
2016,Nawada,sugarcane,rabi,1378.05,83524.19,60610.34
2016,Nawada,jute,kharif,1139.34,2436.19,2138.24
2016,Katihar,rice,kharif,7977.84,19250.9,2413.05
2016,Katihar,wheat,rabi,4477.74,13880.83,3099.96
2016,Katihar,maize,kharif,4117.27,17332.1,4209.61
2016,Katihar,sugarcane,rabi,8317.95,453183.92,54482.67
2016,Katihar,jute,kharif,9204.37,18069.79,1963.17
2017,Patna,rice,kharif,8372.48,17359.79,2073.43
2017,Patna,wheat,rabi,6040.04,26704.9,4421.31
2017,Patna,maize,kharif,8436.42,34194.8,4053.23
2017,Patna,sugarcane,rabi,1936.68,105107.33,54271.81
2017,Patna,jute,kharif,4902.6,7548.45,1539.68
2017,Gaya,rice,kharif,4953.73,13641.48,2753.78
2017,Gaya,wheat,rabi,8661.54,31060.77,3586.06
2017,Gaya,maize,kharif,2460.07,10753.83,4371.36
2017,Gaya,sugarcane,rabi,8688.41,485327.61,55859.2
2017,Gaya,jute,kharif,3788.56,7032.35,1856.21
2017,Bhagalpur,rice,kharif,5805.61,14918.94,2569.75
2017,Bhagalpur,wheat,rabi,7241.2,25331.02,3498.18
2017,Bhagalpur,maize,kharif,9149.22,39110.52,4274.74
2017,Bhagalpur,sugarcane,rabi,6760.81,355957.06,52650.03
2017,Bhagalpur,jute,kharif,3943.82,8357.78,2119.21
2017,Muzaffarpur,rice,kharif,7798.05,18484.63,2370.42
2017,Muzaffarpur,wheat,rabi,1395.74,5363.85,3843.0
2017,Muzaffarpur,maize,kharif,4971.59,20259.64,4075.08
2017,Muzaffarpur,sugarcane,rabi,9484.95,558448.21,58877.31
2017,Muzaffarpur,jute,kharif,6649.59,12919.0,1942.83
2017,Darbhanga,rice,kharif,8868.27,19899.02,2243.85
2017,Darbhanga,wheat,rabi,4160.29,13634.95,3277.4
2017,Darbhanga,maize,kharif,4391.52,17455.99,3974.93
2017,Darbhanga,sugarcane,rabi,4944.99,250520.02,50661.33
2017,Darbhanga,jute,kharif,1809.71,3190.15,1762.8
2017,Purnia,rice,kharif,6438.16,14910.71,2315.99
2017,Purnia,wheat,rabi,4080.77,16907.33,4143.18
2017,Purnia,maize,kharif,7576.36,28047.1,3701.92
2017,Purnia,sugarcane,rabi,2044.48,121558.43,59456.86
2017,Purnia,jute,kharif,9564.22,17275.12,1806.22
2017,Araria,rice,kharif,1420.28,2889.68,2034.58
2017,Araria,wheat,rabi,1248.69,4606.46,3689.05
2017,Araria,maize,kharif,2604.1,9866.79,3788.95
2017,Araria,sugarcane,rabi,8844.55,406485.62,45958.87
2017,Araria,jute,kharif,2200.5,5034.88,2288.06
2017,Kishanganj,rice,kharif,4346.23,9785.79,2251.56
2017,Kishanganj,wheat,rabi,3176.68,11020.23,3469.11
2017,Kishanganj,maize,kharif,5202.71,24975.31,4800.44
2017,Kishanganj,sugarcane,rabi,5332.92,259169.5,48598.06
2017,Kishanganj,jute,kharif,3284.96,8037.6,2446.79
2017,West Champaran,rice,kharif,4790.72,13881.14,2897.51
2017,West Champaran,wheat,rabi,4587.77,16153.46,3520.98
2017,West Champaran,maize,kharif,5772.23,19376.53,3356.85
2017,West Champaran,sugarcane,rabi,4285.41,259054.44,60450.31
2017,West Champaran,jute,kharif,5179.63,12264.38,2367.81
2017,East Champaran,rice,kharif,8072.2,19568.38,2424.17
2017,East Champaran,wheat,rabi,4731.58,14492.51,3062.93
2017,East Champaran,maize,kharif,1906.24,7357.62,3859.75
2017,East Champaran,sugarcane,rabi,1289.08,73202.34,56786.6
2017,East Champaran,jute,kharif,2939.34,4917.0,1672.83
2017,Sheohar,rice,kharif,4502.11,10364.43,2302.13
2017,Sheohar,wheat,rabi,4608.12,18236.79,3957.53
2017,Sheohar,maize,kharif,5923.25,22848.48,3857.42
2017,Sheohar,sugarcane,rabi,4068.25,252438.28,62050.86
2017,Sheohar,jute,kharif,4434.17,9845.57,2220.39
2017,Sitamarhi,rice,kharif,8691.09,21434.4,2466.25
2017,Sitamarhi,wheat,rabi,5557.35,22175.1,3990.23
2017,Sitamarhi,maize,kharif,4815.1,19875.56,4127.76
2017,Sitamarhi,sugarcane,rabi,7112.16,428502.06,60249.22
2017,Sitamarhi,jute,kharif,8637.29,15580.6,1803.88
2017,Madhubani,rice,kharif,5459.13,9731.95,1782.69
2017,Madhubani,wheat,rabi,3579.93,10959.14,3061.27
2017,Madhubani,maize,kharif,3256.59,11954.19,3670.77
2017,Madhubani,sugarcane,rabi,1401.01,86255.02,61566.32
2017,Madhubani,jute,kharif,8172.89,16185.16,1980.35
2017,Supaul,rice,kharif,8528.26,18199.38,2134.01
2017,Supaul,wheat,rabi,3150.88,11334.87,3597.37
2017,Supaul,maize,kharif,1449.3,4837.2,3337.61
2017,Supaul,sugarcane,rabi,4429.98,183147.76,41342.76
2017,Supaul,jute,kharif,8390.11,18391.76,2192.08
2017,Saharsa,rice,kharif,8333.13,19939.96,2392.85
2017,Saharsa,wheat,rabi,9988.75,42939.72,4298.81
2017,Saharsa,maize,kharif,8497.51,38254.48,4501.85
2017,Saharsa,sugarcane,rabi,2978.21,144731.8,48596.97
2017,Saharsa,jute,kharif,3440.6,6568.02,1908.97
2017,Madhepura,rice,kharif,6881.4,14965.08,2174.71
2017,Madhepura,wheat,rabi,1808.9,5662.7,3130.46
2017,Madhepura,maize,kharif,6724.36,20320.78,3021.96
2017,Madhepura,sugarcane,rabi,7258.66,411100.39,56635.82
2017,Madhepura,jute,kharif,4694.44,9331.92,1987.87
2017,Khagaria,rice,kharif,7377.21,18642.63,2527.06
2017,Khagaria,wheat,rabi,4941.98,18474.56,3738.29
2017,Khagaria,maize,kharif,2940.48,11535.9,3923.13
2017,Khagaria,sugarcane,rabi,5583.21,359245.74,64343.97
2017,Khagaria,jute,kharif,1469.67,3151.13,2144.11
2017,Begusarai,rice,kharif,7102.54,17391.18,2448.58
2017,Begusarai,wheat,rabi,6210.43,19033.93,3064.83
2017,Begusarai,maize,kharif,5291.16,16730.54,3161.98
2017,Begusarai,sugarcane,rabi,5639.92,249764.92,44285.17
2017,Begusarai,jute,kharif,6910.5,16872.3,2441.54
2017,Samastipur,rice,kharif,1379.35,3402.73,2466.9
2017,Samastipur,wheat,rabi,1900.58,7506.82,3949.75
2017,Samastipur,maize,kharif,1567.3,6962.75,4442.5
2017,Samastipur,sugarcane,rabi,2080.02,120122.36,57750.45
2017,Samastipur,jute,kharif,1187.61,1997.43,1681.9
2017,Vaishali,rice,kharif,6619.82,15710.59,2373.26
2017,Vaishali,wheat,rabi,1001.42,3509.92,3504.94
2017,Vaishali,maize,kharif,4581.62,18722.89,4086.53
2017,Vaishali,sugarcane,rabi,9061.47,380111.33,41948.08
2017,Vaishali,jute,kharif,7806.99,18864.59,2416.37
2017,Saran,rice,kharif,9276.43,20319.28,2190.42
2017,Saran,wheat,rabi,9814.78,31384.41,3197.67
2017,Saran,maize,kharif,2463.65,6811.18,2764.66
2017,Saran,sugarcane,rabi,5359.09,246239.7,45948.08
2017,Saran,jute,kharif,2184.14,5707.92,2613.35
2017,Siwan,rice,kharif,9586.14,25409.12,2650.61
2017,Siwan,wheat,rabi,1900.29,7218.19,3798.48
2017,Siwan,maize,kharif,6603.34,22333.18,3382.1
2017,Siwan,sugarcane,rabi,1033.71,49882.49,48255.99
2017,Siwan,jute,kharif,2577.02,4087.78,1586.24
2017,Gopalganj,rice,kharif,7963.11,17242.21,2165.26
2017,Gopalganj,wheat,rabi,9813.23,35640.11,3631.84
2017,Gopalganj,maize,kharif,9768.18,44365.37,4541.82
2017,Gopalganj,sugarcane,rabi,3783.42,213041.93,56309.35
2017,Gopalganj,jute,kharif,8659.83,16031.47,1851.25
2017,Rohtas,rice,kharif,5079.7,14917.77,2936.74
2017,Rohtas,wheat,rabi,3968.34,12968.51,3267.99
2017,Rohtas,maize,kharif,4933.7,22593.93,4579.51
2017,Rohtas,sugarcane,rabi,9795.17,564665.28,57647.29
2017,Rohtas,jute,kharif,9620.37,15665.6,1628.38
2017,Buxar,rice,kharif,2899.34,6643.51,2291.38
2017,Buxar,wheat,rabi,5943.26,20458.28,3442.27
2017,Buxar,maize,kharif,6934.59,24862.93,3585.35
2017,Buxar,sugarcane,rabi,3673.72,236286.6,64317.99
2017,Buxar,jute,kharif,1689.58,4112.16,2433.84
2017,Kaimur,rice,kharif,5084.68,11190.59,2200.85
2017,Kaimur,wheat,rabi,3452.78,12245.05,3546.43
2017,Kaimur,maize,kharif,6471.74,25966.96,4012.36
2017,Kaimur,sugarcane,rabi,1134.19,56316.24,49653.17
2017,Kaimur,jute,kharif,7060.52,9654.49,1367.39
2017,Bhojpur,rice,kharif,3080.58,6483.21,2104.54
2017,Bhojpur,wheat,rabi,4260.64,16547.45,3883.8
2017,Bhojpur,maize,kharif,1952.01,8590.5,4400.85
2017,Bhojpur,sugarcane,rabi,7427.09,267689.62,36042.31
2017,Bhojpur,jute,kharif,6299.15,12500.85,1984.53
2017,Arwal,rice,kharif,7115.57,16958.99,2383.36
2017,Arwal,wheat,rabi,3093.35,9361.62,3026.37
2017,Arwal,maize,kharif,7142.31,35110.89,4915.9
2017,Arwal,sugarcane,rabi,1741.18,76386.17,43870.43
2017,Arwal,jute,kharif,2909.13,5138.68,1766.4
2017,Jehanabad,rice,kharif,5815.66,16007.6,2752.5
2017,Jehanabad,wheat,rabi,8411.08,30215.99,3592.4
2017,Jehanabad,maize,kharif,4269.22,13668.6,3201.67
2017,Jehanabad,sugarcane,rabi,4516.75,239307.77,52982.26
2017,Jehanabad,jute,kharif,4760.71,8861.18,1861.32
2017,Aurangabad,rice,kharif,1102.89,2342.93,2124.34
2017,Aurangabad,wheat,rabi,6392.58,18156.14,2840.19
2017,Aurangabad,maize,kharif,6631.0,22222.14,3351.25
2017,Aurangabad,sugarcane,rabi,7117.08,402949.02,56617.21
2017,Aurangabad,jute,kharif,2693.57,5523.77,2050.72
2017,Nalanda,rice,kharif,2013.46,5530.88,2746.95
2017,Nalanda,wheat,rabi,5504.45,17169.87,3119.27
2017,Nalanda,maize,kharif,8308.3,27169.59,3270.17
2017,Nalanda,sugarcane,rabi,3944.72,220244.76,55832.74
2017,Nalanda,jute,kharif,4035.97,8603.96,2131.82
2017,Sheikhpura,rice,kharif,4199.05,10040.08,2391.04
2017,Sheikhpura,wheat,rabi,7758.36,28090.85,3620.72
2017,Sheikhpura,maize,kharif,6167.46,21737.75,3524.59
2017,Sheikhpura,sugarcane,rabi,3347.28,203355.8,60752.63
2017,Sheikhpura,jute,kharif,4241.06,9548.69,2251.49
2017,Lakhisarai,rice,kharif,3419.17,7274.41,2127.53
2017,Lakhisarai,wheat,rabi,4300.0,17266.92,4015.56
2017,Lakhisarai,maize,kharif,6342.46,23907.13,3769.38
2017,Lakhisarai,sugarcane,rabi,9594.01,494233.18,51514.78
2017,Lakhisarai,jute,kharif,3087.72,7124.44,2307.35
2017,Jamui,rice,kharif,8035.5,23957.97,2981.52
2017,Jamui,wheat,rabi,7860.08,22933.66,2917.74
2017,Jamui,maize,kharif,6448.6,22966.19,3561.42
2017,Jamui,sugarcane,rabi,4369.03,188713.11,43193.41
2017,Jamui,jute,kharif,1582.95,2944.09,1859.87
2017,Munger,rice,kharif,2863.76,7025.54,2453.25
2017,Munger,wheat,rabi,8560.69,28565.28,3336.79
2017,Munger,maize,kharif,8775.61,31308.06,3567.62
2017,Munger,sugarcane,rabi,9877.2,516065.66,52248.16
2017,Munger,jute,kharif,1010.83,1723.17,1704.71
2017,Banka,rice,kharif,3820.65,7867.02,2059.08
2017,Banka,wheat,rabi,4835.36,12652.6,2616.68
2017,Banka,maize,kharif,8750.17,34202.27,3908.75
2017,Banka,sugarcane,rabi,6736.52,334353.32,49632.96
2017,Banka,jute,kharif,9119.75,20376.14,2234.29
2017,Nawada,rice,kharif,8302.67,25766.73,3103.43
2017,Nawada,wheat,rabi,1909.69,5124.02,2683.17
2017,Nawada,maize,kharif,7451.53,30055.34,4033.44
2017,Nawada,sugarcane,rabi,1283.11,52647.6,41031.09
2017,Nawada,jute,kharif,4495.84,8721.25,1939.85
2017,Katihar,rice,kharif,9013.8,20379.97,2260.97
2017,Katihar,wheat,rabi,8736.8,28557.71,3268.67
2017,Katihar,maize,kharif,7643.73,27518.7,3600.17
2017,Katihar,sugarcane,rabi,8295.99,444809.3,53617.37
2017,Katihar,jute,kharif,9927.34,19709.47,1985.37
2018,Patna,rice,kharif,2618.6,5672.99,2166.42
2018,Patna,wheat,rabi,1070.6,3797.22,3546.8
2018,Patna,maize,kharif,4119.2,17087.07,4148.15
2018,Patna,sugarcane,rabi,1848.48,82582.25,44675.67
2018,Patna,jute,kharif,3212.44,7533.11,2344.98
2018,Gaya,rice,kharif,9292.58,21405.56,2303.51
2018,Gaya,wheat,rabi,8325.86,30266.34,3635.22
2018,Gaya,maize,kharif,2232.69,11568.03,5181.22
2018,Gaya,sugarcane,rabi,3954.45,239143.11,60474.42
2018,Gaya,jute,kharif,2014.28,4196.17,2083.21
2018,Bhagalpur,rice,kharif,9164.06,25599.53,2793.47
2018,Bhagalpur,wheat,rabi,3754.53,13861.15,3691.84
2018,Bhagalpur,maize,kharif,6297.79,19843.7,3150.9
2018,Bhagalpur,sugarcane,rabi,2679.07,162552.81,60674.98
2018,Bhagalpur,jute,kharif,2233.61,3723.69,1667.12
2018,Muzaffarpur,rice,kharif,3928.51,7949.45,2023.53
2018,Muzaffarpur,wheat,rabi,9417.25,29971.91,3182.66
2018,Muzaffarpur,maize,kharif,4385.33,13079.77,2982.62
2018,Muzaffarpur,sugarcane,rabi,3253.36,189229.18,58164.28
2018,Muzaffarpur,jute,kharif,2569.21,4584.81,1784.52
2018,Darbhanga,rice,kharif,1522.42,4012.67,2635.72
2018,Darbhanga,wheat,rabi,3912.97,12058.86,3081.77
2018,Darbhanga,maize,kharif,1910.36,6880.1,3601.47
2018,Darbhanga,sugarcane,rabi,6500.93,327934.33,50444.23
2018,Darbhanga,jute,kharif,6909.6,11794.02,1706.9
2018,Purnia,rice,kharif,6144.76,13957.44,2271.44
2018,Purnia,wheat,rabi,4696.99,14627.15,3114.15
2018,Purnia,maize,kharif,6620.66,31704.66,4788.74
2018,Purnia,sugarcane,rabi,8010.9,441909.76,55163.58
2018,Purnia,jute,kharif,8937.89,20622.22,2307.28
2018,Araria,rice,kharif,2847.32,6686.13,2348.22
2018,Araria,wheat,rabi,1755.56,5777.29,3290.84
2018,Araria,maize,kharif,8865.98,35616.1,4017.16
2018,Araria,sugarcane,rabi,8318.08,485727.59,58394.18
2018,Araria,jute,kharif,6517.65,12695.74,1947.9
2018,Kishanganj,rice,kharif,9455.33,25261.92,2671.71
2018,Kishanganj,wheat,rabi,8357.33,25477.11,3048.48
2018,Kishanganj,maize,kharif,1509.53,6316.54,4184.43
2018,Kishanganj,sugarcane,rabi,2943.33,142650.37,48465.63
2018,Kishanganj,jute,kharif,7360.25,15499.45,2105.83
2018,West Champaran,rice,kharif,9335.93,22024.54,2359.12
2018,West Champaran,wheat,rabi,5603.38,16449.25,2935.59
2018,West Champaran,maize,kharif,1992.49,6475.25,3249.83
2018,West Champaran,sugarcane,rabi,1388.92,80188.98,57734.64
2018,West Champaran,jute,kharif,2629.45,6613.88,2515.31
2018,East Champaran,rice,kharif,9794.65,25522.11,2605.72
2018,East Champaran,wheat,rabi,2807.66,8557.47,3047.9
2018,East Champaran,maize,kharif,1889.8,6610.61,3498.05
2018,East Champaran,sugarcane,rabi,6770.08,431432.78,63726.44
2018,East Champaran,jute,kharif,5664.84,11682.03,2062.2
2018,Sheohar,rice,kharif,3593.96,9507.73,2645.48
2018,Sheohar,wheat,rabi,7069.97,31015.23,4386.9
2018,Sheohar,maize,kharif,6882.05,30158.38,4382.18
2018,Sheohar,sugarcane,rabi,1036.91,63898.06,61623.35
2018,Sheohar,jute,kharif,1956.75,3397.79,1736.45
2018,Sitamarhi,rice,kharif,7968.35,16040.53,2013.03
2018,Sitamarhi,wheat,rabi,4928.04,17150.01,3480.09
2018,Sitamarhi,maize,kharif,2854.16,16470.73,5770.79
2018,Sitamarhi,sugarcane,rabi,2822.31,152533.1,54045.54
2018,Sitamarhi,jute,kharif,9955.47,24084.17,2419.19
2018,Madhubani,rice,kharif,7857.73,19164.13,2438.89
2018,Madhubani,wheat,rabi,1891.51,6488.4,3430.28
2018,Madhubani,maize,kharif,4908.13,16695.75,3401.65
2018,Madhubani,sugarcane,rabi,4772.8,307760.09,64482.08
2018,Madhubani,jute,kharif,9416.46,19223.47,2041.48
2018,Supaul,rice,kharif,8649.78,21716.53,2510.65
2018,Supaul,wheat,rabi,8424.45,30108.17,3573.91
2018,Supaul,maize,kharif,8698.03,30531.53,3510.17
2018,Supaul,sugarcane,rabi,4243.4,244765.34,57681.38
2018,Supaul,jute,kharif,3106.69,6239.94,2008.55
2018,Saharsa,rice,kharif,1221.97,3792.66,3103.72
2018,Saharsa,wheat,rabi,9660.5,40060.31,4146.81
2018,Saharsa,maize,kharif,2527.99,9913.07,3921.32
2018,Saharsa,sugarcane,rabi,3641.31,182925.67,50236.26
2018,Saharsa,jute,kharif,7451.96,14703.85,1973.15
2018,Madhepura,rice,kharif,6411.78,15746.52,2455.87
2018,Madhepura,wheat,rabi,1581.99,6630.83,4191.45
2018,Madhepura,maize,kharif,4640.65,21677.47,4671.22
2018,Madhepura,sugarcane,rabi,7545.18,481946.47,63874.74
2018,Madhepura,jute,kharif,8518.26,17486.65,2052.84
2018,Khagaria,rice,kharif,5136.28,13588.32,2645.55
2018,Khagaria,wheat,rabi,5316.69,17555.98,3302.05
2018,Khagaria,maize,kharif,1455.18,5205.92,3577.51
2018,Khagaria,sugarcane,rabi,3801.21,195519.1,51436.05
2018,Khagaria,jute,kharif,4209.01,7914.78,1880.44
2018,Begusarai,rice,kharif,2778.26,7441.33,2678.41
2018,Begusarai,wheat,rabi,7521.68,15523.88,2063.88
2018,Begusarai,maize,kharif,4351.04,17649.04,4056.28
2018,Begusarai,sugarcane,rabi,3224.31,191830.61,59495.17
2018,Begusarai,jute,kharif,9729.33,19326.01,1986.37
2018,Samastipur,rice,kharif,2666.49,7576.61,2841.42
2018,Samastipur,wheat,rabi,9000.92,25140.98,2793.16
2018,Samastipur,maize,kharif,8945.31,34593.88,3867.27
2018,Samastipur,sugarcane,rabi,2267.31,104886.59,46260.43
2018,Samastipur,jute,kharif,8172.2,19064.66,2332.87
2018,Vaishali,rice,kharif,9415.69,22117.22,2348.98
2018,Vaishali,wheat,rabi,4920.46,15052.77,3059.22
2018,Vaishali,maize,kharif,8994.77,29856.67,3319.34
2018,Vaishali,sugarcane,rabi,2547.73,165773.15,65066.91
2018,Vaishali,jute,kharif,6230.1,12371.66,1985.79
2018,Saran,rice,kharif,4004.58,10137.12,2531.38
2018,Saran,wheat,rabi,8783.11,28189.9,3209.56
2018,Saran,maize,kharif,2506.81,13317.19,5312.41
2018,Saran,sugarcane,rabi,1850.11,104794.56,56642.23
2018,Saran,jute,kharif,6333.93,13547.45,2138.87
2018,Siwan,rice,kharif,5947.03,12941.45,2176.12
2018,Siwan,wheat,rabi,8716.73,26551.96,3046.09
2018,Siwan,maize,kharif,1748.96,7095.44,4056.95
2018,Siwan,sugarcane,rabi,8199.52,396184.19,48317.95
2018,Siwan,jute,kharif,9002.3,15597.16,1732.57
2018,Gopalganj,rice,kharif,2947.99,8436.56,2861.8
2018,Gopalganj,wheat,rabi,5632.91,16276.67,2889.57
2018,Gopalganj,maize,kharif,5102.94,20829.37,4081.83
2018,Gopalganj,sugarcane,rabi,5337.17,325834.89,61050.15
2018,Gopalganj,jute,kharif,8912.66,19500.42,2187.95
2018,Rohtas,rice,kharif,9453.02,17453.87,1846.38
2018,Rohtas,wheat,rabi,4807.13,14353.23,2985.82
2018,Rohtas,maize,kharif,7720.49,30661.43,3971.43
2018,Rohtas,sugarcane,rabi,4671.42,250862.64,53701.6
2018,Rohtas,jute,kharif,6949.24,12384.79,1782.18
2018,Buxar,rice,kharif,5280.86,14170.98,2683.46
2018,Buxar,wheat,rabi,6785.23,27069.69,3989.5
2018,Buxar,maize,kharif,4547.2,14014.51,3082.01
2018,Buxar,sugarcane,rabi,8887.17,574222.2,64612.5
2018,Buxar,jute,kharif,8998.44,17530.66,1948.19
2018,Kaimur,rice,kharif,2614.18,7281.58,2785.42
2018,Kaimur,wheat,rabi,2517.12,9412.27,3739.3
2018,Kaimur,maize,kharif,2162.23,7981.62,3691.39
2018,Kaimur,sugarcane,rabi,3222.25,216305.99,67128.9
2018,Kaimur,jute,kharif,2903.68,5432.51,1870.9
2018,Bhojpur,rice,kharif,2979.32,7606.29,2553.03
2018,Bhojpur,wheat,rabi,8101.67,29905.66,3691.3
2018,Bhojpur,maize,kharif,3869.67,12745.14,3293.6
2018,Bhojpur,sugarcane,rabi,3110.9,155848.7,50097.67
2018,Bhojpur,jute,kharif,5335.14,9071.82,1700.39
2018,Arwal,rice,kharif,2716.46,6336.26,2332.55
2018,Arwal,wheat,rabi,7274.26,28105.41,3863.68
2018,Arwal,maize,kharif,1762.84,6600.51,3744.26
2018,Arwal,sugarcane,rabi,8669.26,484703.66,55910.64
2018,Arwal,jute,kharif,2144.84,4916.73,2292.35
2018,Jehanabad,rice,kharif,3288.27,7176.38,2182.42
2018,Jehanabad,wheat,rabi,3224.57,9951.89,3086.27
2018,Jehanabad,maize,kharif,5218.6,14712.21,2819.19
2018,Jehanabad,sugarcane,rabi,8483.81,632407.73,74542.85
2018,Jehanabad,jute,kharif,2179.13,4019.86,1844.71
2018,Aurangabad,rice,kharif,6250.74,13109.31,2097.24
2018,Aurangabad,wheat,rabi,8963.23,27875.5,3109.98
2018,Aurangabad,maize,kharif,5140.6,23750.44,4620.17
2018,Aurangabad,sugarcane,rabi,4113.75,237213.09,57663.43
2018,Aurangabad,jute,kharif,1931.48,3644.71,1887.01
2018,Nalanda,rice,kharif,9379.26,22239.61,2371.15
2018,Nalanda,wheat,rabi,2105.88,9896.63,4699.52
2018,Nalanda,maize,kharif,1326.27,6586.05,4965.84
2018,Nalanda,sugarcane,rabi,7719.1,469090.51,60770.1
2018,Nalanda,jute,kharif,2664.51,5194.21,1949.41
2018,Sheikhpura,rice,kharif,9822.9,20272.88,2063.84
2018,Sheikhpura,wheat,rabi,3509.54,11340.61,3231.37
2018,Sheikhpura,maize,kharif,4846.74,16445.48,3393.1
2018,Sheikhpura,sugarcane,rabi,6196.59,293593.17,47379.77
2018,Sheikhpura,jute,kharif,5907.12,12297.47,2081.8
2018,Lakhisarai,rice,kharif,2801.99,6083.0,2170.96
2018,Lakhisarai,wheat,rabi,3554.62,9474.03,2665.28
2018,Lakhisarai,maize,kharif,5481.44,22769.09,4153.85
2018,Lakhisarai,sugarcane,rabi,9246.44,545731.8,59020.76
2018,Lakhisarai,jute,kharif,2878.68,5766.67,2003.23
2018,Jamui,rice,kharif,4132.86,9737.25,2356.06
2018,Jamui,wheat,rabi,4681.07,14594.81,3117.84
2018,Jamui,maize,kharif,4040.68,14485.18,3584.83
2018,Jamui,sugarcane,rabi,8402.82,554083.64,65940.17
2018,Jamui,jute,kharif,8922.62,21956.38,2460.75
2018,Munger,rice,kharif,9382.23,21935.57,2337.99
2018,Munger,wheat,rabi,6066.83,20623.75,3399.43
2018,Munger,maize,kharif,5870.99,19265.31,3281.44
2018,Munger,sugarcane,rabi,7472.55,459924.65,61548.58
2018,Munger,jute,kharif,3731.31,7672.5,2056.25
2018,Banka,rice,kharif,1994.51,5821.94,2918.98
2018,Banka,wheat,rabi,1569.87,5818.77,3706.52
2018,Banka,maize,kharif,7563.12,36435.56,4817.53
2018,Banka,sugarcane,rabi,5204.57,311410.1,59834.01
2018,Banka,jute,kharif,6110.43,12825.48,2098.95
2018,Nawada,rice,kharif,3600.62,10417.75,2893.32
2018,Nawada,wheat,rabi,2525.68,8377.97,3317.11
2018,Nawada,maize,kharif,5254.36,21190.74,4032.98
2018,Nawada,sugarcane,rabi,1273.8,72468.87,56891.84
2018,Nawada,jute,kharif,3836.69,6702.35,1746.91
2018,Katihar,rice,kharif,9726.15,23067.11,2371.66
2018,Katihar,wheat,rabi,1626.33,4167.22,2562.35
2018,Katihar,maize,kharif,8994.93,32570.84,3621.02
2018,Katihar,sugarcane,rabi,1214.25,85301.84,70250.39
2018,Katihar,jute,kharif,2408.57,4149.19,1722.68
2019,Patna,rice,kharif,1078.97,2689.75,2492.88
2019,Patna,wheat,rabi,9783.04,39849.9,4073.37
2019,Patna,maize,kharif,4900.3,18287.74,3731.96
2019,Patna,sugarcane,rabi,9243.93,650739.68,70396.45
2019,Patna,jute,kharif,2884.86,6973.62,2417.32
2019,Gaya,rice,kharif,4223.32,9417.89,2229.97
2019,Gaya,wheat,rabi,6728.9,24681.22,3667.94
2019,Gaya,maize,kharif,8738.66,34505.49,3948.6
2019,Gaya,sugarcane,rabi,6848.12,374701.17,54715.95
2019,Gaya,jute,kharif,3148.31,5692.31,1808.06
2019,Bhagalpur,rice,kharif,1439.57,3039.91,2111.67
2019,Bhagalpur,wheat,rabi,2371.66,8767.57,3696.8
2019,Bhagalpur,maize,kharif,2645.99,10207.61,3857.77
2019,Bhagalpur,sugarcane,rabi,5108.61,241167.43,47208.07
2019,Bhagalpur,jute,kharif,5165.48,9905.52,1917.64
2019,Muzaffarpur,rice,kharif,8425.35,24590.65,2918.65
2019,Muzaffarpur,wheat,rabi,8528.68,35968.89,4217.4
2019,Muzaffarpur,maize,kharif,8502.47,32417.73,3812.74
2019,Muzaffarpur,sugarcane,rabi,8102.3,418205.11,51615.63
2019,Muzaffarpur,jute,kharif,4940.2,10600.29,2145.72
2019,Darbhanga,rice,kharif,6587.87,19821.08,3008.72
2019,Darbhanga,wheat,rabi,7924.41,26862.44,3389.83
2019,Darbhanga,maize,kharif,4062.86,16453.76,4049.8
2019,Darbhanga,sugarcane,rabi,4601.35,253303.52,55049.87
2019,Darbhanga,jute,kharif,4344.16,8875.88,2043.18
2019,Purnia,rice,kharif,7960.76,22618.85,2841.29
2019,Purnia,wheat,rabi,9760.41,37214.4,3812.79
2019,Purnia,maize,kharif,4707.08,14709.07,3124.88
2019,Purnia,sugarcane,rabi,1647.09,74566.94,45271.8
2019,Purnia,jute,kharif,5060.85,11119.16,2197.09
2019,Araria,rice,kharif,4254.31,12284.19,2887.47
2019,Araria,wheat,rabi,2530.96,8735.92,3451.62
2019,Araria,maize,kharif,4129.66,16232.21,3930.64
2019,Araria,sugarcane,rabi,9842.03,545299.19,55405.18
2019,Araria,jute,kharif,3943.9,7912.75,2006.33
2019,Kishanganj,rice,kharif,4182.74,10732.1,2565.81
2019,Kishanganj,wheat,rabi,8657.02,34762.05,4015.47
2019,Kishanganj,maize,kharif,1374.43,4733.86,3444.23
2019,Kishanganj,sugarcane,rabi,9003.57,571429.5,63467.0
2019,Kishanganj,jute,kharif,4017.59,7889.19,1963.66
2019,West Champaran,rice,kharif,4770.47,11794.16,2472.33
2019,West Champaran,wheat,rabi,9952.78,34732.46,3489.72
2019,West Champaran,maize,kharif,3445.65,13731.75,3985.25
2019,West Champaran,sugarcane,rabi,7378.34,443642.53,60127.7
2019,West Champaran,jute,kharif,4430.33,9081.82,2049.92
2019,East Champaran,rice,kharif,8998.62,21773.35,2419.63
2019,East Champaran,wheat,rabi,8012.83,21475.67,2680.16
